REF_DATE,GEO,DGUID,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1988-04,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,3738,,,,0
1988-07,Canada,2016A000011124,Units,300,units,0,v15819027,1,115578,,,,0
1988-07,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4986,,,,0
1988-07,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1253,,,,0
1988-07,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,372,,,,0
1988-07,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2278,,,,0
1988-07,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,1083,,,,0
1988-07,Quebec,2016A000224,Units,300,units,0,v15819033,7,18644,,,,0
1988-07,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,12569,,,,0
1988-07,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,6075,,,,0
1988-07,Ontario,2016A000235,Units,300,units,0,v15819036,10,67930,,,,0
1988-07,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,39681,,,,0
1988-07,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,28249,,,,0
1988-07,Manitoba,2016A000246,Units,300,units,0,v15819039,13,4366,,,,0
1988-07,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,4271,,,,0
1988-07,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,95,,,,0
1988-07,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,1783,,,,0
1988-07,Alberta,2016A000248,Units,300,units,0,v15819043,17,3655,,,,0
1988-07,British Columbia,2016A000259,Units,300,units,0,v15819044,18,14214,,,,0
1988-07,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,10160,,,,0
1988-07,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,4054,,,,0
1988-10,Canada,2016A000011124,Units,300,units,0,v15819027,1,113427,,,,0
1988-10,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4424,,,,0
1988-10,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1261,,,,0
1988-10,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,299,,,,0
1988-10,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,1973,,,,0
1988-10,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,891,,,,0
1988-10,Quebec,2016A000224,Units,300,units,0,v15819033,7,18116,,,,0
1988-10,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,2057,,,,0
1988-10,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,16059,,,,0
1988-10,Ontario,2016A000235,Units,300,units,0,v15819036,10,67538,,,,0
1988-10,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,38666,,,,0
1988-10,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,28872,,,,0
1988-10,Manitoba,2016A000246,Units,300,units,0,v15819039,13,3895,,,,0
1988-10,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,3697,,,,0
1988-10,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,198,,,,0
1988-10,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,1577,,,,0
1988-10,Alberta,2016A000248,Units,300,units,0,v15819043,17,3753,,,,0
1988-10,British Columbia,2016A000259,Units,300,units,0,v15819044,18,14124,,,,0
1988-10,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,9879,,,,0
1988-10,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,4245,,,,0
1989-01,Canada,2016A000011124,Units,300,units,0,v15819027,1,108364,,,,0
1989-01,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,3225,,,,0
1989-01,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,955,,,,0
1989-01,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,211,,,,0
1989-01,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,1556,,,,0
1989-01,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,503,,,,0
1989-01,Quebec,2016A000224,Units,300,units,0,v15819033,7,19380,,,,0
1989-01,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,13223,,,,0
1989-01,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,6157,,,,0
1989-01,Ontario,2016A000235,Units,300,units,0,v15819036,10,62387,,,,0
1989-01,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,37122,,,,0
1989-01,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,25265,,,,0
1989-01,Manitoba,2016A000246,Units,300,units,0,v15819039,13,3493,,,,0
1989-01,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,3335,,,,0
1989-01,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,158,,,,0
1989-01,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,1114,,,,0
1989-01,Alberta,2016A000248,Units,300,units,0,v15819043,17,3873,,,,0
1989-01,British Columbia,2016A000259,Units,300,units,0,v15819044,18,14892,,,,0
1989-01,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,10565,,,,0
1989-01,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,4327,,,,0
1989-04,Canada,2016A000011124,Units,300,units,0,v15819027,1,115671,,,,0
1989-04,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4357,,,,0
1989-04,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1306,,,,0
1989-04,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,308,,,,0
1989-04,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,1755,,,,0
1989-04,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,988,,,,0
1989-04,Quebec,2016A000224,Units,300,units,0,v15819033,7,19974,,,,0
1989-04,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,12370,,,,0
1989-04,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,7604,,,,0
1989-04,Ontario,2016A000235,Units,300,units,0,v15819036,10,65519,,,,0
1989-04,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,37030,,,,0
1989-04,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,28489,,,,0
1989-04,Manitoba,2016A000246,Units,300,units,0,v15819039,13,2326,,,,0
1989-04,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,2137,,,,0
1989-04,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,189,,,,0
1989-04,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,1217,,,,0
1989-04,Alberta,2016A000248,Units,300,units,0,v15819043,17,4630,,,,0
1989-04,British Columbia,2016A000259,Units,300,units,0,v15819044,18,17648,,,,0
1989-04,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,12215,,,,0
1989-04,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,5433,,,,0
1989-07,Canada,2016A000011124,Units,300,units,0,v15819027,1,110798,,,,0
1989-07,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4889,,,,0
1989-07,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1366,,,,0
1989-07,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,330,,,,0
1989-07,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2045,,,,0
1989-07,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,1148,,,,0
1989-07,Quebec,2016A000224,Units,300,units,0,v15819033,7,14592,,,,0
1989-07,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,8599,,,,0
1989-07,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,5993,,,,0
1989-07,Ontario,2016A000235,Units,300,units,0,v15819036,10,63269,,,,0
1989-07,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,33502,,,,0
1989-07,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,29767,,,,0
1989-07,Manitoba,2016A000246,Units,300,units,0,v15819039,13,2177,,,,0
1989-07,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,1965,,,,0
1989-07,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,212,,,,0
1989-07,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,908,,,,0
1989-07,Alberta,2016A000248,Units,300,units,0,v15819043,17,4872,,,,0
1989-07,British Columbia,2016A000259,Units,300,units,0,v15819044,18,20091,,,,0
1989-07,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,14000,,,,0
1989-07,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6091,,,,0
1989-10,Canada,2016A000011124,Units,300,units,0,v15819027,1,109935,,,,0
1989-10,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4773,,,,0
1989-10,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1189,,,,0
1989-10,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,310,,,,0
1989-10,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2358,,,,0
1989-10,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,916,,,,0
1989-10,Quebec,2016A000224,Units,300,units,0,v15819033,7,16721,,,,0
1989-10,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,9400,,,,0
1989-10,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,7321,,,,0
1989-10,Ontario,2016A000235,Units,300,units,0,v15819036,10,60792,,,,0
1989-10,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,33770,,,,0
1989-10,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,27022,,,,0
1989-10,Manitoba,2016A000246,Units,300,units,0,v15819039,13,1651,,,,0
1989-10,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,1602,,,,0
1989-10,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,49,,,,0
1989-10,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,678,,,,0
1989-10,Alberta,2016A000248,Units,300,units,0,v15819043,17,5445,,,,0
1989-10,British Columbia,2016A000259,Units,300,units,0,v15819044,18,19875,,,,0
1989-10,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,13577,,,,0
1989-10,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6298,,,,0
1990-01,Canada,2016A000011124,Units,300,units,0,v15819027,1,105967,,,,0
1990-01,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,3467,,,,0
1990-01,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,866,,,,0
1990-01,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,295,,,,0
1990-01,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,1726,,,,0
1990-01,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,580,,,,0
1990-01,Quebec,2016A000224,Units,300,units,0,v15819033,7,17820,,,,0
1990-01,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,10480,,,,0
1990-01,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,7340,,,,0
1990-01,Ontario,2016A000235,Units,300,units,0,v15819036,10,55218,,,,0
1990-01,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,31467,,,,0
1990-01,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,23751,,,,0
1990-01,Manitoba,2016A000246,Units,300,units,0,v15819039,13,1602,,,,0
1990-01,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,1559,,,,0
1990-01,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,43,,,,0
1990-01,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,464,,,,0
1990-01,Alberta,2016A000248,Units,300,units,0,v15819043,17,6404,,,,0
1990-01,British Columbia,2016A000259,Units,300,units,0,v15819044,18,20992,,,,0
1990-01,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,14122,,,,0
1990-01,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6870,,,,0
1990-04,Canada,2016A000011124,Units,300,units,0,v15819027,1,112436,,,,0
1990-04,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4482,,,,0
1990-04,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1061,,,,0
1990-04,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,182,,,,0
1990-04,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2258,,,,0
1990-04,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,981,,,,0
1990-04,Quebec,2016A000224,Units,300,units,0,v15819033,7,20108,,,,0
1990-04,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,11230,,,,0
1990-04,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,8878,,,,0
1990-04,Ontario,2016A000235,Units,300,units,0,v15819036,10,54915,,,,0
1990-04,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,28161,,,,0
1990-04,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,26754,,,,0
1990-04,Manitoba,2016A000246,Units,300,units,0,v15819039,13,1454,,,,0
1990-04,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,1387,,,,0
1990-04,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,67,,,,0
1990-04,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,724,,,,0
1990-04,Alberta,2016A000248,Units,300,units,0,v15819043,17,7729,,,,0
1990-04,British Columbia,2016A000259,Units,300,units,0,v15819044,18,23024,,,,0
1990-04,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,14895,,,,0
1990-04,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,8129,,,,0
1990-07,Canada,2016A000011124,Units,300,units,0,v15819027,1,98172,,,,0
1990-07,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4632,,,,0
1990-07,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1267,,,,0
1990-07,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,217,,,,0
1990-07,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2300,,,,0
1990-07,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,848,,,,0
1990-07,Quebec,2016A000224,Units,300,units,0,v15819033,7,12555,,,,0
1990-07,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,7699,,,,0
1990-07,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,4856,,,,0
1990-07,Ontario,2016A000235,Units,300,units,0,v15819036,10,51793,,,,0
1990-07,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,27488,,,,0
1990-07,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,24305,,,,0
1990-07,Manitoba,2016A000246,Units,300,units,0,v15819039,13,1484,,,,0
1990-07,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,1384,,,,0
1990-07,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,100,,,,0
1990-07,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,651,,,,0
1990-07,Alberta,2016A000248,Units,300,units,0,v15819043,17,6010,,,,0
1990-07,British Columbia,2016A000259,Units,300,units,0,v15819044,18,21047,,,,0
1990-07,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,13718,,,,0
1990-07,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,7329,,,,0
1990-10,Canada,2016A000011124,Units,300,units,0,v15819027,1,83813,,,,0
1990-10,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4714,,,,0
1990-10,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1417,,,,0
1990-10,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,325,,,,0
1990-10,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2165,,,,0
1990-10,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,807,,,,0
1990-10,Quebec,2016A000224,Units,300,units,0,v15819033,7,11916,,,,0
1990-10,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,6673,,,,0
1990-10,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,5243,,,,0
1990-10,Ontario,2016A000235,Units,300,units,0,v15819036,10,43950,,,,0
1990-10,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,24374,,,,0
1990-10,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,19576,,,,0
1990-10,Manitoba,2016A000246,Units,300,units,0,v15819039,13,854,,,,0
1990-10,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,779,,,,0
1990-10,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,75,,,,0
1990-10,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,458,,,,0
1990-10,Alberta,2016A000248,Units,300,units,0,v15819043,17,4814,,,,0
1990-10,British Columbia,2016A000259,Units,300,units,0,v15819044,18,17107,,,,0
1990-10,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,11305,,,,0
1990-10,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,5802,,,,0
1991-01,Canada,2016A000011124,Units,300,units,0,v15819027,1,68783,,,,0
1991-01,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,3934,,,,0
1991-01,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1048,,,,0
1991-01,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,217,,,,0
1991-01,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2119,,,,0
1991-01,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,550,,,,0
1991-01,Quebec,2016A000224,Units,300,units,0,v15819033,7,11313,,,,0
1991-01,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,5874,,,,0
1991-01,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,5439,,,,0
1991-01,Ontario,2016A000235,Units,300,units,0,v15819036,10,34898,,,,0
1991-01,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,19230,,,,0
1991-01,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,15668,,,,0
1991-01,Manitoba,2016A000246,Units,300,units,0,v15819039,13,676,,,,0
1991-01,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,641,,,,0
1991-01,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,35,,,,0
1991-01,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,288,,,,0
1991-01,Alberta,2016A000248,Units,300,units,0,v15819043,17,3859,,,,0
1991-01,British Columbia,2016A000259,Units,300,units,0,v15819044,18,13815,,,,0
1991-01,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,9437,,,,0
1991-01,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,4378,,,,0
1991-04,Canada,2016A000011124,Units,300,units,0,v15819027,1,75464,,,,0
1991-04,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4337,,,,0
1991-04,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1064,,,,0
1991-04,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,275,,,,0
1991-04,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2311,,,,0
1991-04,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,687,,,,0
1991-04,Quebec,2016A000224,Units,300,units,0,v15819033,7,15229,,,,0
1991-04,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,8262,,,,0
1991-04,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,6967,,,,0
1991-04,Ontario,2016A000235,Units,300,units,0,v15819036,10,35354,,,,0
1991-04,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,18549,,,,0
1991-04,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,16805,,,,0
1991-04,Manitoba,2016A000246,Units,300,units,0,v15819039,13,668,,,,0
1991-04,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,637,,,,0
1991-04,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,31,,,,0
1991-04,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,360,,,,0
1991-04,Alberta,2016A000248,Units,300,units,0,v15819043,17,4439,,,,0
1991-04,British Columbia,2016A000259,Units,300,units,0,v15819044,18,15077,,,,0
1991-04,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,9956,,,,0
1991-04,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,5121,,,,0
1991-07,Canada,2016A000011124,Units,300,units,0,v15819027,1,76692,,,,0
1991-07,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4912,,,,0
1991-07,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1200,,,,0
1991-07,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,239,,,,0
1991-07,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2690,,,,0
1991-07,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,783,,,,0
1991-07,Quebec,2016A000224,Units,300,units,0,v15819033,7,9923,,,,0
1991-07,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,5326,,,,0
1991-07,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,4597,,,,0
1991-07,Ontario,2016A000235,Units,300,units,0,v15819036,10,39196,,,,0
1991-07,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,19594,,,,0
1991-07,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,19602,,,,0
1991-07,Manitoba,2016A000246,Units,300,units,0,v15819039,13,850,,,,0
1991-07,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,810,,,,0
1991-07,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,40,,,,0
1991-07,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,389,,,,0
1991-07,Alberta,2016A000248,Units,300,units,0,v15819043,17,4407,,,,0
1991-07,British Columbia,2016A000259,Units,300,units,0,v15819044,18,17015,,,,0
1991-07,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,10687,,,,0
1991-07,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6328,,,,0
1991-10,Canada,2016A000011124,Units,300,units,0,v15819027,1,77716,,,,0
1991-10,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,4169,,,,0
1991-10,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,951,,,,0
1991-10,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,174,,,,0
1991-10,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2394,,,,0
1991-10,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,650,,,,0
1991-10,Quebec,2016A000224,Units,300,units,0,v15819033,7,13456,,,,0
1991-10,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,6981,,,,0
1991-10,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,6475,,,,0
1991-10,Ontario,2016A000235,Units,300,units,0,v15819036,10,36088,,,,0
1991-10,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,17209,,,,0
1991-10,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,18879,,,,0
1991-10,Manitoba,2016A000246,Units,300,units,0,v15819039,13,691,,,,0
1991-10,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,644,,,,0
1991-10,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,47,,,,0
1991-10,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,276,,,,0
1991-10,Alberta,2016A000248,Units,300,units,0,v15819043,17,4533,,,,0
1991-10,British Columbia,2016A000259,Units,300,units,0,v15819044,18,18503,,,,0
1991-10,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,11430,,,,0
1991-10,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,7073,,,,0
1992-01,Canada,2016A000011124,Units,300,units,0,v15819027,1,70659,,,,0
1992-01,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,3394,,,,0
1992-01,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,597,,,,0
1992-01,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,129,,,,0
1992-01,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,2221,,,,0
1992-01,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,447,,,,0
1992-01,Quebec,2016A000224,Units,300,units,0,v15819033,7,12194,,,,0
1992-01,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,6196,,,,0
1992-01,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,5998,,,,0
1992-01,Ontario,2016A000235,Units,300,units,0,v15819036,10,31972,,,,0
1992-01,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,13965,,,,0
1992-01,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,18007,,,,0
1992-01,Manitoba,2016A000246,Units,300,units,0,v15819039,13,700,,,,0
1992-01,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,648,,,,0
1992-01,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,52,,,,0
1992-01,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,357,,,,0
1992-01,Alberta,2016A000248,Units,300,units,0,v15819043,17,4444,,,,0
1992-01,British Columbia,2016A000259,Units,300,units,0,v15819044,18,17598,,,,0
1992-01,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,11025,,,,0
1992-01,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6573,,,,0
1992-04,Canada,2016A000011124,Units,300,units,0,v15819027,1,79076,,,,0
1992-04,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,3685,,,,0
1992-04,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,715,,,,0
1992-04,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,200,,,,0
1992-04,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,1890,,,,0
1992-04,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,880,,,,0
1992-04,Quebec,2016A000224,Units,300,units,0,v15819033,7,13863,,,,0
1992-04,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,6925,,,,0
1992-04,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,6938,,,,0
1992-04,Ontario,2016A000235,Units,300,units,0,v15819036,10,35180,,,,0
1992-04,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,15944,,,,0
1992-04,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,19236,,,,0
1992-04,Manitoba,2016A000246,Units,300,units,0,v15819039,13,737,,,,0
1992-04,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,634,,,,0
1992-04,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,103,,,,0
1992-04,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,604,,,,0
1992-04,Alberta,2016A000248,Units,300,units,0,v15819043,17,5952,,,,0
